NEW FILE
|line: R10         | dial:50->60| count:         0 |
|line: L39         | dial:60->21| count:         0 |
|line: L30         | dial:21->91| count:         1 |
|line: L9          | dial:91->82| count:         1 |
|line: R28         | dial:82->10| count:         2 |
|line: L27         | dial:10->83| count:         3 |
|line: R14         | dial:83->97| count:         3 |
|line: L48         | dial:97->49| count:         3 |
|line: R8          | dial:49->57| count:         3 |
|line: R9          | dial:57->66| count:         3 |
|line: R29         | dial:66->95| count:         3 |
|line: L13         | dial:95->82| count:         3 |
|line: L15         | dial:82->67| count:         3 |
|line: R24         | dial:67->91| count:         3 |
|line: R11         | dial:91-> 2| count:         4 |
|line: L24         | dial: 2->78| count:         5 |
|line: L34         | dial:78->44| count:         5 |
|line: R9          | dial:44->53| count:         5 |
|line: R2          | dial:53->55| count:         5 |
|line: L44         | dial:55->11| count:         5 |
|line: R18         | dial:11->29| count:         5 |
|line: L39         | dial:29->90| count:         6 |
|line: L30         | dial:90->60| count:         6 |
|line: R31         | dial:60->91| count:         6 |
|line: L13         | dial:91->78| count:         6 |
|line: R23         | dial:78-> 1| count:         7 |
|line: R7          | dial: 1-> 8| count:         7 |
|line: R14         | dial: 8->22| count:         7 |
|line: R15         | dial:22->37| count:         7 |
|line: R25         | dial:37->62| count:         7 |
|line: R44         | dial:62-> 6| count:         8 |
|line: R23         | dial: 6->29| count:         8 |
|line: R18         | dial:29->47| count:         8 |
|line: L16         | dial:47->31| count:         8 |
|line: R21         | dial:31->52| count:         8 |
|line: L16         | dial:52->36| count:         8 |
|line: R48         | dial:36->84| count:         8 |
|line: L29         | dial:84->55| count:         8 |
|line: L9          | dial:55->46| count:         8 |
|line: L13         | dial:46->33| count:         8 |
|line: L15         | dial:33->18| count:         8 |
|line: R33         | dial:18->51| count:         8 |
|line: L35         | dial:51->16| count:         8 |
|line: L23         | dial:16->93| count:         9 |
|line: L49         | dial:93->44| count:         9 |
|line: R24         | dial:44->68| count:         9 |
|line: L19         | dial:68->49| count:         9 |
|line: R19         | dial:49->68| count:         9 |
|line: R5          | dial:68->73| count:         9 |
|line: R32         | dial:73-> 5| count:        10 |
|line: R99         | dial: 5-> 4| count:        11 |
|line: L4          | dial: 4-> 0| count:        12 |
|line: L79         | dial: 0->21| count:        12 |
|line: R94         | dial:21->15| count:        13 |
|line: L11         | dial:15-> 4| count:        13 |
|line: R96         | dial: 4-> 0| count:        14 |
|line: L63         | dial: 0->37| count:        14 |
|line: L37         | dial:37-> 0| count:        15 |
|line: L93         | dial: 0-> 7| count:        15 |
|line: L7          | dial: 7-> 0| count:        16 |
|line: R35         | dial: 0->35| count:        16 |
|line: R65         | dial:35-> 0| count:        17 |
|line: R34         | dial: 0->34| count:        17 |
|line: L91         | dial:34->43| count:        18 |
|line: L41         | dial:43-> 2| count:        18 |
|line: R98         | dial: 2-> 0| count:        19 |
|line: R22         | dial: 0->22| count:        19 |
|line: L2          | dial:22->20| count:        19 |
|line: R80         | dial:20-> 0| count:        20 |
|line: L66         | dial: 0->34| count:        20 |
|line: L9          | dial:34->25| count:        20 |
|line: L25         | dial:25-> 0| count:        21 |
|line: R45         | dial: 0->45| count:        21 |
|line: R55         | dial:45-> 0| count:        22 |
|line: R15         | dial: 0->15| count:        22 |
|line: R32         | dial:15->47| count:        22 |
|line: R56         | dial:47-> 3| count:        23 |
|line: R97         | dial: 3-> 0| count:        24 |
|line: L78         | dial: 0->22| count:        24 |
|line: L22         | dial:22-> 0| count:        25 |
|line: R46         | dial: 0->46| count:        25 |
|line: L84         | dial:46->62| count:        26 |
|line: L70         | dial:62->92| count:        27 |
|line: L27         | dial:92->65| count:        27 |
|line: R35         | dial:65-> 0| count:        28 |
|line: R83         | dial: 0->83| count:        28 |
|line: R23         | dial:83-> 6| count:        29 |
|line: L6          | dial: 6-> 0| count:        30 |
|line: L43         | dial: 0->57| count:        30 |
|line: R43         | dial:57-> 0| count:        31 |
|line: R62         | dial: 0->62| count:        31 |
|line: R38         | dial:62-> 0| count:        32 |
|line: R77         | dial: 0->77| count:        32 |
|line: L75         | dial:77-> 2| count:        32 |
|line: R93         | dial: 2->95| count:        32 |
|line: R12         | dial:95-> 7| count:        33 |
|line: L38         | dial: 7->69| count:        34 |
|line: R31         | dial:69-> 0| count:        35 |
|line: R4          | dial: 0-> 4| count:        35 |
|line: L52         | dial: 4->52| count:        36 |
|line: L266        | dial:52->86| count:        39 |
|line: L97         | dial:86->89| count:        40 |
|line: L10         | dial:89->79| count:        40 |
|line: R21         | dial:79-> 0| count:        41 |
|line: R67         | dial: 0->67| count:        41 |
|line: R33         | dial:67-> 0| count:        42 |
|line: R189        | dial: 0->89| count:        43 |
|line: L80         | dial:89-> 9| count:        43 |
|line: R66         | dial: 9->75| count:        43 |
|line: R18         | dial:75->93| count:        43 |
|line: R51         | dial:93->44| count:        44 |
|line: R56         | dial:44-> 0| count:        45 |
|line: R71         | dial: 0->71| count:        45 |
|line: L96         | dial:71->75| count:        46 |
|line: L475        | dial:75-> 0| count:        51 |
|line: R46         | dial: 0->46| count:        51 |
|line: L46         | dial:46-> 0| count:        52 |
|line: L60         | dial: 0->40| count:        52 |
|line: R260        | dial:40-> 0| count:        55 |
|line: L6          | dial: 0->94| count:        55 |
|line: L330        | dial:94->64| count:        58 |
|line: R36         | dial:64-> 0| count:        59 |
|line: R191        | dial: 0->91| count:        60 |
|line: L19         | dial:91->72| count:        60 |
|line: L41         | dial:72->31| count:        60 |
|line: R47         | dial:31->78| count:        60 |
|line: R22         | dial:78-> 0| count:        61 |
|line: L36         | dial: 0->64| count:        61 |
|line: R98         | dial:64->62| count:        62 |
|line: L266        | dial:62->96| count:        65 |
|line: L96         | dial:96-> 0| count:        66 |
|line: L88         | dial: 0->12| count:        66 |
|line: L12         | dial:12-> 0| count:        67 |
|line: R81         | dial: 0->81| count:        67 |
|line: L81         | dial:81-> 0| count:        68 |
|line: R44         | dial: 0->44| count:        68 |
|line: L44         | dial:44-> 0| count:        69 |
|line: R41         | dial: 0->41| count:        69 |
|line: L98         | dial:41->43| count:        70 |
|line: L43         | dial:43-> 0| count:        71 |
|line: R1          | dial: 0-> 1| count:        71 |
|line: L49         | dial: 1->52| count:        72 |
|line: R80         | dial:52->32| count:        73 |
|line: L32         | dial:32-> 0| count:        74 |
|line: R29         | dial: 0->29| count:        74 |
|line: R407        | dial:29->36| count:        78 |
|line: L18         | dial:36->18| count:        78 |
|line: R18         | dial:18->36| count:        78 |
|line: R670        | dial:36-> 6| count:        85 |
|line: L6          | dial: 6-> 0| count:        86 |
|line: L43         | dial: 0->57| count:        86 |
|line: L57         | dial:57-> 0| count:        87 |
|line: R28         | dial: 0->28| count:        87 |
|line: R11         | dial:28->39| count:        87 |
|line: R41         | dial:39->80| count:        87 |
|line: L45         | dial:80->35| count:        87 |
|line: L35         | dial:35-> 0| count:        88 |
|line: L69         | dial: 0->31| count:        88 |
|line: R151        | dial:31->82| count:        89 |
|line: L59         | dial:82->23| count:        89 |
|line: R65         | dial:23->88| count:        89 |
|line: L74         | dial:88->14| count:        89 |
|line: R86         | dial:14-> 0| count:        90 |
|line: L575        | dial: 0->25| count:        95 |
|line: L49         | dial:25->76| count:        96 |
|line: R85         | dial:76->61| count:        97 |
|line: L61         | dial:61-> 0| count:        98 |
|line: L641        | dial: 0->59| count:       104 |
|line: R41         | dial:59-> 0| count:       105 |
|line: L67         | dial: 0->33| count:       105 |
|line: L68         | dial:33->65| count:       106 |
|line: L75         | dial:65->90| count:       107 |
|line: R37         | dial:90->27| count:       108 |
|line: R73         | dial:27-> 0| count:       109 |
|line: R80         | dial: 0->80| count:       109 |
|line: L15         | dial:80->65| count:       109 |
|line: R322        | dial:65->87| count:       112 |
|line: L23         | dial:87->64| count:       112 |
|line: R11         | dial:64->75| count:       112 |
|line: L832        | dial:75->43| count:       120 |
|line: L744        | dial:43->99| count:       128 |
|line: L59         | dial:99->40| count:       128 |
|line: R60         | dial:40-> 0| count:       129 |
|line: R27         | dial: 0->27| count:       129 |
|line: R73         | dial:27-> 0| count:       130 |
|line: R88         | dial: 0->88| count:       130 |
|line: L62         | dial:88->26| count:       130 |
|line: R16         | dial:26->42| count:       130 |
|line: L42         | dial:42-> 0| count:       131 |
|line: R56         | dial: 0->56| count:       131 |
|line: R63         | dial:56->19| count:       132 |
|line: L19         | dial:19-> 0| count:       133 |
|line: R89         | dial: 0->89| count:       133 |
|line: L889        | dial:89-> 0| count:       142 |
|line: L99         | dial: 0-> 1| count:       142 |
|line: L48         | dial: 1->53| count:       143 |
|line: R47         | dial:53-> 0| count:       144 |
|line: L6          | dial: 0->94| count:       144 |
|line: R68         | dial:94->62| count:       145 |
|line: R56         | dial:62->18| count:       146 |
|line: L88         | dial:18->30| count:       147 |
|line: L170        | dial:30->60| count:       149 |
|line: R140        | dial:60-> 0| count:       151 |
|line: L960        | dial: 0->40| count:       160 |
|line: R60         | dial:40-> 0| count:       161 |
|line: L897        | dial: 0-> 3| count:       169 |
|line: L54         | dial: 3->49| count:       170 |
|line: L49         | dial:49-> 0| count:       171 |
|line: L772        | dial: 0->28| count:       178 |
|line: R72         | dial:28-> 0| count:       179 |
|line: L95         | dial: 0-> 5| count:       179 |
|line: R95         | dial: 5-> 0| count:       180 |
|line: L836        | dial: 0->64| count:       188 |
|line: R989        | dial:64->53| count:       198 |
|line: R42         | dial:53->95| count:       198 |
|line: R5          | dial:95-> 0| count:       199 |
|line: L54         | dial: 0->46| count:       199 |
|line: R54         | dial:46-> 0| count:       200 |
|line: L28         | dial: 0->72| count:       200 |
|line: R28         | dial:72-> 0| count:       201 |
|line: R82         | dial: 0->82| count:       201 |
|line: L82         | dial:82-> 0| count:       202 |
|line: L7          | dial: 0->93| count:       202 |
|line: R559        | dial:93->52| count:       208 |
|line: L52         | dial:52-> 0| count:       209 |
|line: R49         | dial: 0->49| count:       209 |
|line: R622        | dial:49->71| count:       215 |
|line: R529        | dial:71-> 0| count:       221 |
|line: R20         | dial: 0->20| count:       221 |
|line: L6          | dial:20->14| count:       221 |
|line: R86         | dial:14-> 0| count:       222 |
|line: L16         | dial: 0->84| count:       222 |
|line: L14         | dial:84->70| count:       222 |
|line: L5          | dial:70->65| count:       222 |
|line: R601        | dial:65->66| count:       228 |
|line: L66         | dial:66-> 0| count:       229 |
|line: R531        | dial: 0->31| count:       234 |
|line: R87         | dial:31->18| count:       235 |
|line: R82         | dial:18-> 0| count:       236 |
|line: R805        | dial: 0-> 5| count:       244 |
|line: R95         | dial: 5-> 0| count:       245 |
